grupa_wiekowa;plec;wojewodztwo_pacjenta;wojewodztwo_placowki;znacznik_czasu;procedura_icd9;liczba_procedur;liczba_pacjentow
65+;;œl¹skie;œl¹skie;282;36.070;25;<5
19-65;K;ma³opolskie;ma³opolskie;286;88.721;26;25
19-65;K;podkarpackie;podkarpackie;281;89.522;26;18
19-65;K;œl¹skie;œl¹skie;287;89.502;26;25
19-65;K;œl¹skie;;279;89.522;26;25
19-65;K;;ma³opolskie;285;89.522;26;23
19-65;K;;mazowieckie;287;89.522;26;20
19-65;K;;wielkopolskie;276;89.522;26;5
19-65;K;;;284;89.522;26;25
19-65;M;dolnoœl¹skie;;278;89.522;26;23
19-65;M;³ódzkie;³ódzkie;284;89.502;26;25
19-65;M;lubelskie;;279;89.522;26;26
19-65;M;ma³opolskie;œl¹skie;289;89.522;26;19
19-65;M;ma³opolskie;;289;89.522;26;24
19-65;M;podkarpackie;podkarpackie;281;88.721;26;26
19-65;M;podkarpackie;;279;89.522;26;23
19-65;M;podkarpackie;;285;89.522;26;24
19-65;M;podkarpackie;;287;89.522;26;23
19-65;M;podlaskie;;282;89.522;26;25
19-65;M;warmiñsko-mazurskie;warmiñsko-mazurskie;286;88.721;26;23
19-65;M;warmiñsko-mazurskie;;277;89.522;26;26
19-65;M;warmiñsko-mazurskie;;288;89.522;26;25
19-65;M;wielkopolskie;wielkopolskie;284;89.502;26;25
19-65;M;zachodniopomorskie;zachodniopomorskie;280;88.721;26;21
19-65;M;;kujawsko-pomorskie;287;88.721;26;25
19-65;M;;kujawsko-pomorskie;288;89.522;26;19
19-65;M;;mazowieckie;276;89.522;26;23
19-65;M;;podlaskie;285;89.522;26;23
19-65;M;;pomorskie;279;89.522;26;24
19-65;M;;pomorskie;285;89.522;26;24
19-65;M;;œl¹skie;281;36.071;26;<5
19-65;M;;wielkopolskie;277;88.721;26;10
19-65;M;;zachodniopomorskie;284;89.522;26;12
65+;K;dolnoœl¹skie;dolnoœl¹skie;282;89.502;26;25
65+;K;dolnoœl¹skie;dolnoœl¹skie;284;89.501;26;22
65+;K;dolnoœl¹skie;dolnoœl¹skie;288;89.501;26;23
65+;K;dolnoœl¹skie;dolnoœl¹skie;289;89.501;26;22
65+;K;dolnoœl¹skie;³ódzkie;278;88.721;26;<5
65+;K;dolnoœl¹skie;wielkopolskie;280;89.522;26;5
65+;K;kujawsko-pomorskie;kujawsko-pomorskie;280;89.502;26;26
65+;K;kujawsko-pomorskie;kujawsko-pomorskie;283;89.502;26;25
65+;K;³ódzkie;³ódzkie;280;89.501;26;20
65+;K;podlaskie;podlaskie;279;36.070;26;<5
65+;K;podlaskie;podlaskie;286;89.501;26;23
65+;K;pomorskie;pomorskie;279;89.502;26;23
65+;K;wielkopolskie;³ódzkie;278;89.522;26;<5
65+;K;zachodniopomorskie;zachodniopomorskie;281;89.501;26;7
65+;K;zachodniopomorskie;zachodniopomorskie;284;89.502;26;22
65+;K;;lubelskie;276;89.501;26;<5
65+;K;;podlaskie;277;89.502;26;19
65+;K;;pomorskie;280;88.721;26;23
65+;K;;œl¹skie;284;88.721;26;19
65+;M;dolnoœl¹skie;dolnoœl¹skie;288;89.502;26;25
65+;M;kujawsko-pomorskie;kujawsko-pomorskie;278;36.070;26;12
65+;M;lubuskie;lubuskie;277;88.721;26;23
65+;M;podlaskie;podlaskie;286;89.502;26;20
65+;M;pomorskie;pomorskie;278;89.502;26;26
65+;M;pomorskie;pomorskie;282;89.502;26;26
65+;M;œl¹skie;œl¹skie;281;36.070;26;21
65+;M;;dolnoœl¹skie;276;88.721;26;25
65+;M;;dolnoœl¹skie;280;89.522;26;20
65+;M;;dolnoœl¹skie;289;88.721;26;24
65+;M;;lubelskie;282;88.721;26;23
65+;M;;lubelskie;287;88.721;26;26
65+;M;;lubuskie;281;89.522;26;16
65+;M;;mazowieckie;284;89.502;26;23
19-65;K;dolnoœl¹skie;dolnoœl¹skie;278;88.721;27;26
19-65;K;dolnoœl¹skie;dolnoœl¹skie;278;89.522;27;24
19-65;K;dolnoœl¹skie;dolnoœl¹skie;279;88.721;27;22
19-65;K;kujawsko-pomorskie;kujawsko-pomorskie;280;88.721;27;23
19-65;K;³ódzkie;³ódzkie;283;88.721;27;25
19-65;K;mazowieckie;;281;89.522;27;24
19-65;K;podlaskie;podlaskie;283;88.721;27;10
19-65;K;pomorskie;pomorskie;276;89.522;27;27
19-65;K;œl¹skie;œl¹skie;282;89.501;27;8
19-65;K;œl¹skie;;286;89.522;27;27
19-65;K;œwiêtokrzyskie;œwiêtokrzyskie;280;89.522;27;22
19-65;K;warmiñsko-mazurskie;warmiñsko-mazurskie;282;89.522;27;20
19-65;K;;ma³opolskie;288;89.522;27;23
19-65;K;;podkarpackie;288;89.522;27;21
19-65;K;;wielkopolskie;280;89.522;27;12
19-65;M;lubelskie;;276;89.522;27;23
19-65;M;lubelskie;;286;89.522;27;23
19-65;M;lubuskie;lubuskie;280;88.721;27;21
19-65;M;ma³opolskie;ma³opolskie;277;89.502;27;14
19-65;M;ma³opolskie;;278;89.522;27;25
19-65;M;opolskie;opolskie;277;88.721;27;22
19-65;M;pomorskie;;278;89.522;27;27
19-65;M;pomorskie;;289;89.522;27;26
19-65;M;œwiêtokrzyskie;œwiêtokrzyskie;278;88.721;27;23
19-65;M;zachodniopomorskie;;278;89.522;27;22
19-65;M;;dolnoœl¹skie;283;89.522;27;15
19-65;M;;³ódzkie;288;89.522;27;25
19-65;M;;lubelskie;277;89.522;27;24
19-65;M;;ma³opolskie;289;88.721;27;25
19-65;M;;mazowieckie;278;89.522;27;26
19-65;M;;pomorskie;280;89.522;27;23
19-65;M;;œwiêtokrzyskie;282;89.522;27;23
19-65;M;;warmiñsko-mazurskie;279;89.522;27;15
65+;K;dolnoœl¹skie;dolnoœl¹skie;285;89.502;27;25
65+;K;lubelskie;lubelskie;288;89.501;27;17
65+;K;ma³opolskie;œl¹skie;280;89.522;27;17
65+;K;podkarpackie;podkarpackie;287;89.502;27;27
65+;K;warmiñsko-mazurskie;warmiñsko-mazurskie;279;89.502;27;27
65+;K;wielkopolskie;kujawsko-pomorskie;278;89.522;27;<5
65+;K;wielkopolskie;wielkopolskie;277;89.502;27;12
65+;K;wielkopolskie;wielkopolskie;279;89.41;27;<5
65+;K;;dolnoœl¹skie;281;89.522;27;23
65+;K;;kujawsko-pomorskie;278;88.721;27;16
65+;K;;kujawsko-pomorskie;280;88.721;27;14
65+;K;;³ódzkie;278;88.721;27;27
65+;K;;³ódzkie;282;88.721;27;27
65+;K;;lubelskie;287;88.721;27;24
65+;K;;lubuskie;277;89.522;27;17
65+;K;;lubuskie;287;89.522;27;21
65+;K;;ma³opolskie;287;89.502;27;25
65+;K;;zachodniopomorskie;277;89.522;27;19
65+;K;;zachodniopomorskie;279;89.522;27;20
65+;M;dolnoœl¹skie;wielkopolskie;280;89.522;27;14
65+;M;dolnoœl¹skie;wielkopolskie;281;89.522;27;10
65+;M;³ódzkie;³ódzkie;282;89.501;27;16
65+;M;lubelskie;lubelskie;284;89.501;27;8
65+;M;ma³opolskie;œl¹skie;281;89.522;27;19
65+;M;podkarpackie;podkarpackie;282;89.502;27;26
65+;M;pomorskie;pomorskie;276;89.502;27;26
65+;M;œl¹skie;œl¹skie;279;89.41;27;24
65+;M;œl¹skie;œl¹skie;282;37.83;27;7
65+;M;œl¹skie;œl¹skie;285;89.501;27;26
65+;M;œwiêtokrzyskie;œwiêtokrzyskie;282;89.502;27;26
65+;M;œwiêtokrzyskie;œwiêtokrzyskie;288;89.502;27;25
65+;M;warmiñsko-mazurskie;warmiñsko-mazurskie;283;89.502;27;24
65+;M;;dolnoœl¹skie;276;89.522;27;24
65+;M;;dolnoœl¹skie;289;89.522;27;23
65+;M;;³ódzkie;278;88.721;27;27
65+;M;;³ódzkie;283;88.721;27;25
65+;M;;lubuskie;282;89.522;27;21
65+;M;;mazowieckie;286;89.502;27;25
65+;M;;podlaskie;284;88.721;27;22
65+;M;;pomorskie;284;88.721;27;26
65+;M;;pomorskie;286;88.721;27;26
65+;M;;œl¹skie;281;36.071;27;<5
65+;M;;warmiñsko-mazurskie;283;89.522;27;22
65+;M;;warmiñsko-mazurskie;287;88.721;27;24
19-65;K;kujawsko-pomorskie;kujawsko-pomorskie;276;89.522;28;24
19-65;K;³ódzkie;³ódzkie;279;88.721;28;28
19-65;K;³ódzkie;³ódzkie;282;88.721;28;25
19-65;K;³ódzkie;³ódzkie;285;88.721;28;21
19-65;K;lubelskie;lubelskie;283;89.522;28;26
19-65;K;mazowieckie;mazowieckie;278;89.502;28;17
19-65;K;pomorskie;pomorskie;279;88.721;28;26
19-65;K;pomorskie;pomorskie;281;89.522;28;26
19-65;K;pomorskie;pomorskie;288;88.721;28;24
19-65;K;œl¹skie;œl¹skie;279;36.070;28;<5
19-65;K;œl¹skie;;288;89.522;28;26
19-65;K;œwiêtokrzyskie;œwiêtokrzyskie;288;89.522;28;27
19-65;K;warmiñsko-mazurskie;warmiñsko-mazurskie;288;89.522;28;22
19-65;K;wielkopolskie;wielkopolskie;276;88.721;28;12
19-65;K;wielkopolskie;wielkopolskie;286;88.721;28;24
19-65;K;zachodniopomorskie;zachodniopomorskie;281;89.522;28;26
19-65;K;;mazowieckie;288;89.522;28;23
19-65;K;;podlaskie;280;89.522;28;7
19-65;K;;;289;89.522;28;26
19-65;M;lubelskie;lubelskie;279;88.721;28;27
19-65;M;lubelskie;;287;89.522;28;27
19-65;M;ma³opolskie;ma³opolskie;284;89.502;28;27
19-65;M;ma³opolskie;;287;89.522;28;28
19-65;M;podkarpackie;podkarpackie;280;88.721;28;27
19-65;M;podkarpackie;;276;89.522;28;25
19-65;M;podkarpackie;;280;89.522;28;25
19-65;M;podlaskie;podlaskie;280;88.721;28;25
19-65;M;œwiêtokrzyskie;œwiêtokrzyskie;280;88.721;28;26
19-65;M;œwiêtokrzyskie;;288;89.522;28;24
19-65;M;warmiñsko-mazurskie;warmiñsko-mazurskie;280;88.721;28;24
19-65;M;zachodniopomorskie;zachodniopomorskie;277;89.522;28;22
19-65;M;zachodniopomorskie;;289;89.522;28;19
19-65;M;;dolnoœl¹skie;284;89.522;28;23
19-65;M;;³ódzkie;278;89.522;28;26
19-65;M;;pomorskie;282;89.522;28;25
19-65;M;;œl¹skie;277;88.721;28;18
19-65;M;;œl¹skie;279;88.721;28;18
19-65;M;;œl¹skie;282;36.070;28;<5
65+;K;kujawsko-pomorskie;kujawsko-pomorskie;276;89.502;28;28
65+;K;³ódzkie;³ódzkie;279;89.501;28;22
65+;K;lubelskie;lubelskie;277;89.502;28;25
65+;K;mazowieckie;mazowieckie;277;89.501;28;27
65+;K;podlaskie;podlaskie;289;89.502;28;26
65+;K;pomorskie;pomorskie;288;89.502;28;28
65+;K;warmiñsko-mazurskie;warmiñsko-mazurskie;287;89.502;28;25
65+;K;wielkopolskie;³ódzkie;279;89.522;28;<5
65+;K;zachodniopomorskie;wielkopolskie;279;88.721;28;<5
65+;K;;dolnoœl¹skie;277;89.522;28;23
65+;K;;dolnoœl¹skie;279;89.522;28;23
65+;K;;dolnoœl¹skie;280;89.522;28;25
65+;K;;lubelskie;284;88.721;28;23
65+;K;;mazowieckie;278;89.502;28;18
65+;K;;pomorskie;288;88.721;28;25
65+;K;;œl¹skie;281;88.721;28;20
65+;K;;œl¹skie;281;89.502;28;<5
65+;K;;œl¹skie;283;88.721;28;25
65+;K;;œl¹skie;286;88.721;28;28
65+;M;dolnoœl¹skie;dolnoœl¹skie;276;89.41;28;6
65+;M;kujawsko-pomorskie;kujawsko-pomorskie;282;89.502;28;27
65+;M;lubelskie;lubelskie;279;89.502;28;23
65+;M;ma³opolskie;œl¹skie;282;89.522;28;21
65+;M;mazowieckie;mazowieckie;289;89.501;28;26
65+;M;podkarpackie;podkarpackie;276;88.721;28;27
65+;M;podkarpackie;podkarpackie;281;89.502;28;26
65+;M;podlaskie;podlaskie;288;89.502;28;24
65+;M;warmiñsko-mazurskie;warmiñsko-mazurskie;282;89.502;28;23
65+;M;wielkopolskie;wielkopolskie;276;36.071;28;5
65+;M;wielkopolskie;wielkopolskie;288;89.502;28;22
65+;M;zachodniopomorskie;zachodniopomorskie;289;89.502;28;28
65+;M;;dolnoœl¹skie;286;88.721;28;23
65+;M;;lubelskie;284;88.721;28;23
65+;M;;mazowieckie;278;88.721;28;23
65+;M;;opolskie;284;89.522;28;20
65+;M;;opolskie;289;89.522;28;25
65+;M;;wielkopolskie;278;89.502;28;<5
65+;M;;wielkopolskie;279;88.721;28;14
0-18;M;wielkopolskie;wielkopolskie;279;88.721;29;<5
19-65;K;³ódzkie;³ódzkie;276;89.502;29;<5
19-65;K;³ódzkie;³ódzkie;289;88.721;29;23
19-65;K;³ódzkie;;281;89.522;29;25
19-65;K;lubuskie;lubuskie;278;89.522;29;8
19-65;K;ma³opolskie;ma³opolskie;285;88.721;29;26
19-65;K;mazowieckie;mazowieckie;282;88.721;29;25
19-65;K;mazowieckie;mazowieckie;289;88.721;29;24
19-65;K;opolskie;opolskie;285;89.522;29;24
19-65;K;podkarpackie;podkarpackie;282;89.522;29;20
19-65;K;œwiêtokrzyskie;œwiêtokrzyskie;287;89.522;29;25
19-65;K;warmiñsko-mazurskie;warmiñsko-mazurskie;284;89.522;29;23
19-65;K;wielkopolskie;wielkopolskie;280;89.502;29;<5
19-65;K;zachodniopomorskie;zachodniopomorskie;287;89.522;29;25
19-65;K;;podlaskie;283;89.522;29;7
19-65;M;lubelskie;lubelskie;278;88.721;29;27
19-65;M;lubelskie;lubelskie;289;88.721;29;27
19-65;M;lubelskie;;278;89.522;29;28
19-65;M;ma³opolskie;ma³opolskie;288;89.502;29;26
19-65;M;mazowieckie;mazowieckie;287;89.502;29;28
19-65;M;opolskie;opolskie;288;88.721;29;25
19-65;M;œl¹skie;œl¹skie;280;89.502;29;28
19-65;M;œwiêtokrzyskie;;285;89.522;29;22
19-65;M;;dolnoœl¹skie;282;89.522;29;15
19-65;M;;kujawsko-pomorskie;285;89.522;29;23
19-65;M;;³ódzkie;287;89.522;29;27
19-65;M;;ma³opolskie;281;88.721;29;28
19-65;M;;mazowieckie;286;88.721;29;28
19-65;M;;œl¹skie;276;88.721;29;20
19-65;M;;œl¹skie;278;89.522;29;18
65+;K;lubelskie;mazowieckie;279;89.522;29;<5
65+;K;ma³opolskie;ma³opolskie;285;89.501;29;29
65+;K;pomorskie;pomorskie;280;89.502;29;29
65+;K;pomorskie;pomorskie;281;89.502;29;29
65+;K;;dolnoœl¹skie;278;89.522;29;25
65+;K;;mazowieckie;279;89.502;29;26
65+;K;;opolskie;282;89.522;29;21
65+;K;;podkarpackie;283;88.721;29;27
65+;K;;podlaskie;282;88.721;29;15
65+;K;;pomorskie;276;88.721;29;16
65+;K;;œl¹skie;289;88.721;29;24
65+;M;dolnoœl¹skie;dolnoœl¹skie;281;89.502;29;28
65+;M;kujawsko-pomorskie;kujawsko-pomorskie;280;89.502;29;27
65+;M;³ódzkie;³ódzkie;277;89.502;29;27
65+;M;³ódzkie;³ódzkie;279;89.502;29;26
65+;M;lubelskie;lubelskie;277;89.502;29;25
65+;M;lubelskie;lubelskie;282;89.502;29;28
65+;M;lubuskie;;282;89.522;29;27
65+;M;ma³opolskie;ma³opolskie;289;89.501;29;24
65+;M;mazowieckie;mazowieckie;278;36.070;29;8
65+;M;mazowieckie;mazowieckie;278;89.501;29;25
65+;M;podlaskie;podlaskie;277;89.502;29;17
65+;M;podlaskie;podlaskie;285;89.502;29;24
65+;M;œl¹skie;œl¹skie;279;89.501;29;26
65+;M;œl¹skie;œl¹skie;288;36.070;29;28
65+;M;œwiêtokrzyskie;œwiêtokrzyskie;280;89.502;29;25
65+;M;zachodniopomorskie;lubuskie;278;89.522;29;7
65+;M;zachodniopomorskie;zachodniopomorskie;284;89.502;29;25
65+;M;;³ódzkie;281;88.721;29;27
65+;M;;lubelskie;279;88.721;29;22
65+;M;;lubuskie;283;89.522;29;22
65+;M;;opolskie;285;89.522;29;22
65+;M;;podkarpackie;279;88.721;29;26
65+;M;;podlaskie;282;88.721;29;24
65+;M;;pomorskie;288;88.721;29;28
65+;M;;wielkopolskie;280;88.721;29;26
19-65;K;lubuskie;lubuskie;279;89.522;30;10
19-65;K;mazowieckie;mazowieckie;281;88.721;30;28
19-65;K;opolskie;opolskie;287;89.522;30;23
19-65;K;podkarpackie;podkarpackie;283;89.522;30;23
19-65;K;pomorskie;pomorskie;285;88.721;30;29
19-65;K;œwiêtokrzyskie;œwiêtokrzyskie;278;89.522;30;24
19-65;K;zachodniopomorskie;zachodniopomorskie;283;89.522;30;26
19-65;K;;ma³opolskie;284;89.522;30;26
19-65;M;kujawsko-pomorskie;kujawsko-pomorskie;278;89.502;30;12
19-65;M;lubuskie;lubuskie;285;88.721;30;26
19-65;M;lubuskie;lubuskie;288;88.721;30;24
19-65;M;mazowieckie;mazowieckie;277;89.502;30;14
19-65;M;mazowieckie;mazowieckie;289;89.502;30;27
19-65;M;opolskie;opolskie;284;88.721;30;24
19-65;M;podkarpackie;podkarpackie;279;88.721;30;28
19-65;M;podkarpackie;;286;89.522;30;28
19-65;M;pomorskie;;277;89.522;30;29
19-65;M;pomorskie;;283;89.522;30;26
19-65;M;zachodniopomorskie;;279;89.522;30;30
19-65;M;;kujawsko-pomorskie;286;89.522;30;25
19-65;M;;mazowieckie;284;88.721;30;26
19-65;M;;podlaskie;286;89.522;30;27
19-65;M;;podlaskie;287;89.522;30;25
19-65;M;;podlaskie;289;89.522;30;30
19-65;M;;pomorskie;281;89.522;30;27
65+;K;lubelskie;lubelskie;282;89.501;30;14
65+;K;mazowieckie;mazowieckie;288;89.501;30;26
65+;K;podkarpackie;podkarpackie;285;89.502;30;28
65+;K;pomorskie;pomorskie;282;89.502;30;29
65+;K;pomorskie;pomorskie;287;89.502;30;30
65+;K;wielkopolskie;wielkopolskie;281;89.502;30;25
65+;K;;dolnoœl¹skie;276;89.522;30;25
65+;K;;dolnoœl¹skie;277;88.721;30;28
65+;K;;dolnoœl¹skie;286;88.721;30;25
65+;K;;kujawsko-pomorskie;279;88.721;30;12
65+;K;;opolskie;284;89.522;30;25
65+;K;;podkarpackie;279;88.721;30;29
65+;K;;podkarpackie;281;88.721;30;27
65+;K;;podlaskie;281;88.721;30;26
65+;K;;podlaskie;284;88.721;30;24
65+;K;;œl¹skie;287;88.721;30;26
65+;K;;zachodniopomorskie;278;89.522;30;23
65+;M;kujawsko-pomorskie;kujawsko-pomorskie;278;89.502;30;23
65+;M;kujawsko-pomorskie;kujawsko-pomorskie;285;89.502;30;30
65+;M;lubuskie;wielkopolskie;279;89.522;30;<5
65+;M;ma³opolskie;œl¹skie;279;89.522;30;22
65+;M;pomorskie;kujawsko-pomorskie;279;89.522;30;6
65+;M;pomorskie;pomorskie;289;89.502;30;29
65+;M;œl¹skie;œl¹skie;287;36.070;30;30
65+;M;wielkopolskie;wielkopolskie;277;89.502;30;16
65+;M;zachodniopomorskie;zachodniopomorskie;276;88.721;30;26
65+;M;zachodniopomorskie;zachodniopomorskie;277;88.721;30;26
65+;M;;lubuskie;279;89.522;30;16
65+;M;;ma³opolskie;276;88.721;30;28
65+;M;;œl¹skie;283;88.721;30;25
65+;M;;warmiñsko-mazurskie;289;89.522;30;21
65+;M;;wielkopolskie;287;88.721;30;29
19-65;K;dolnoœl¹skie;dolnoœl¹skie;282;89.522;31;28
19-65;K;mazowieckie;mazowieckie;279;88.721;31;24
19-65;K;mazowieckie;mazowieckie;283;88.721;31;29
19-65;K;wielkopolskie;wielkopolskie;287;88.721;31;29
19-65;K;zachodniopomorskie;zachodniopomorskie;285;89.522;31;21
19-65;M;kujawsko-pomorskie;;280;89.522;31;27
19-65;M;lubelskie;lubelskie;285;88.721;31;28
19-65;M;lubuskie;lubuskie;281;88.721;31;22
19-65;M;lubuskie;lubuskie;289;88.721;31;26
19-65;M;ma³opolskie;ma³opolskie;277;88.721;31;29
19-65;M;mazowieckie;mazowieckie;283;89.502;31;28
19-65;M;podlaskie;podlaskie;276;88.721;31;16
19-65;M;podlaskie;podlaskie;279;88.721;31;24
19-65;M;œl¹skie;œl¹skie;282;36.070;31;5
19-65;M;œl¹skie;œl¹skie;288;89.502;31;29
19-65;M;œwiêtokrzyskie;œwiêtokrzyskie;282;88.721;31;25
19-65;M;warmiñsko-mazurskie;warmiñsko-mazurskie;279;89.522;31;23
19-65;M;wielkopolskie;wielkopolskie;278;36.070;31;10
19-65;M;;kujawsko-pomorskie;276;89.522;31;18
19-65;M;;œl¹skie;276;89.522;31;20
19-65;M;;œl¹skie;283;88.721;31;21
19-65;M;;œwiêtokrzyskie;278;89.522;31;24
65+;K;dolnoœl¹skie;dolnoœl¹skie;289;89.502;31;30
65+;K;lubelskie;lubelskie;277;88.721;31;29
65+;K;lubelskie;lubelskie;281;89.502;31;29
65+;K;opolskie;opolskie;277;88.721;31;28
65+;K;podlaskie;podlaskie;284;89.502;31;27
65+;K;pomorskie;pomorskie;284;89.502;31;31
65+;K;œl¹skie;œl¹skie;281;37.83;31;5
65+;K;wielkopolskie;wielkopolskie;278;36.071;31;<5
65+;K;;kujawsko-pomorskie;284;88.721;31;29
65+;K;;ma³opolskie;276;88.721;31;26
65+;K;;œl¹skie;278;88.721;31;21
