grupa_wiekowa;plec;wojewodztwo_pacjenta;wojewodztwo_placowki;znacznik_czasu;procedura_icd9;liczba_procedur;liczba_pacjentow
65+;K;pomorskie;kujawsko-pomorskie;288;89.522;<5;<5
65+;K;pomorskie;kujawsko-pomorskie;289;88.721;<5;<5
65+;K;pomorskie;kujawsko-pomorskie;289;89.522;<5;<5
65+;K;pomorskie;lubelskie;276;89.522;<5;<5
65+;K;pomorskie;lubelskie;286;89.522;<5;<5
65+;K;pomorskie;lubelskie;287;89.522;<5;<5
65+;K;pomorskie;lubuskie;286;89.522;<5;<5
65+;K;pomorskie;ma³opolskie;276;89.522;<5;<5
65+;K;pomorskie;ma³opolskie;282;88.721;<5;<5
65+;K;pomorskie;ma³opolskie;282;89.522;<5;<5
65+;K;pomorskie;mazowieckie;278;89.522;<5;<5
65+;K;pomorskie;mazowieckie;284;89.522;<5;<5
65+;K;pomorskie;mazowieckie;287;37.83;<5;<5
65+;K;pomorskie;pomorskie;276;36.070;<5;<5
65+;K;pomorskie;pomorskie;276;36.072;<5;<5
65+;K;pomorskie;pomorskie;276;89.43;<5;<5
65+;K;pomorskie;pomorskie;277;36.070;<5;<5
65+;K;pomorskie;pomorskie;277;37.83;<5;<5
65+;K;pomorskie;pomorskie;278;36.071;<5;<5
65+;K;pomorskie;pomorskie;278;37.82;<5;<5
65+;K;pomorskie;pomorskie;278;89.43;<5;<5
65+;K;pomorskie;pomorskie;279;36.071;<5;<5
65+;K;pomorskie;pomorskie;279;37.83;<5;<5
65+;K;pomorskie;pomorskie;279;89.43;<5;<5
65+;K;pomorskie;pomorskie;280;36.070;<5;<5
65+;K;pomorskie;pomorskie;280;36.071;<5;<5
65+;K;pomorskie;pomorskie;280;37.83;<5;<5
65+;K;pomorskie;pomorskie;280;89.43;<5;<5
65+;K;pomorskie;pomorskie;281;36.071;<5;<5
65+;K;pomorskie;pomorskie;281;37.82;<5;<5
65+;K;pomorskie;pomorskie;282;36.071;<5;<5
65+;K;pomorskie;pomorskie;282;37.82;<5;<5
65+;K;pomorskie;pomorskie;282;37.83;<5;<5
65+;K;pomorskie;pomorskie;282;89.43;<5;<5
65+;K;pomorskie;pomorskie;283;36.073;<5;<5
65+;K;pomorskie;pomorskie;283;89.41;<5;<5
65+;K;pomorskie;pomorskie;284;36.071;<5;<5
65+;K;pomorskie;pomorskie;284;37.83;<5;<5
65+;K;pomorskie;pomorskie;284;89.43;<5;<5
65+;K;pomorskie;pomorskie;285;36.071;<5;<5
65+;K;pomorskie;pomorskie;285;36.072;<5;<5
65+;K;pomorskie;pomorskie;285;37.83;<5;<5
65+;K;pomorskie;pomorskie;285;89.41;<5;<5
65+;K;pomorskie;pomorskie;285;89.43;<5;<5
65+;K;pomorskie;pomorskie;286;36.073;<5;<5
65+;K;pomorskie;pomorskie;286;37.82;<5;<5
65+;K;pomorskie;pomorskie;286;37.83;<5;<5
65+;K;pomorskie;pomorskie;286;89.41;<5;<5
65+;K;pomorskie;pomorskie;286;89.43;<5;<5
65+;K;pomorskie;pomorskie;287;36.070;<5;<5
65+;K;pomorskie;pomorskie;287;36.071;<5;<5
65+;K;pomorskie;pomorskie;287;37.83;<5;<5
65+;K;pomorskie;pomorskie;288;36.070;<5;<5
65+;K;pomorskie;pomorskie;288;36.15;<5;<5
65+;K;pomorskie;pomorskie;288;37.83;<5;<5
65+;K;pomorskie;pomorskie;289;36.070;<5;<5
65+;K;pomorskie;pomorskie;289;36.071;<5;<5
65+;K;pomorskie;pomorskie;289;37.83;<5;<5
65+;K;pomorskie;pomorskie;289;89.41;<5;<5
65+;K;pomorskie;pomorskie;289;89.43;<5;<5
65+;K;pomorskie;œl¹skie;285;88.721;<5;<5
65+;K;pomorskie;œl¹skie;285;89.522;<5;<5
65+;K;pomorskie;œl¹skie;288;89.522;<5;<5
65+;K;pomorskie;œwiêtokrzyskie;277;89.522;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;278;88.721;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;280;88.721;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;280;89.522;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;282;88.721;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;283;88.721;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;283;89.522;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;284;88.721;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;285;89.502;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;285;89.522;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;286;89.41;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;286;89.522;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;287;88.721;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;288;88.721;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;288;89.41;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;288;89.502;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;289;88.721;<5;<5
65+;K;pomorskie;warmiñsko-mazurskie;289;89.502;<5;<5
65+;K;pomorskie;wielkopolskie;281;89.522;<5;<5
65+;K;pomorskie;zachodniopomorskie;276;36.070;<5;<5
65+;K;pomorskie;zachodniopomorskie;276;88.721;<5;<5
65+;K;pomorskie;zachodniopomorskie;276;89.502;<5;<5
65+;K;pomorskie;zachodniopomorskie;276;89.522;<5;<5
65+;K;pomorskie;zachodniopomorskie;277;89.522;<5;<5
65+;K;pomorskie;zachodniopomorskie;278;88.721;<5;<5
65+;K;pomorskie;zachodniopomorskie;278;89.522;<5;<5
65+;K;pomorskie;zachodniopomorskie;279;88.721;<5;<5
65+;K;pomorskie;zachodniopomorskie;280;89.522;<5;<5
65+;K;pomorskie;zachodniopomorskie;281;89.522;<5;<5
65+;K;pomorskie;zachodniopomorskie;283;89.522;<5;<5
65+;K;pomorskie;zachodniopomorskie;284;89.522;<5;<5
65+;K;pomorskie;zachodniopomorskie;286;89.522;<5;<5
65+;K;pomorskie;zachodniopomorskie;288;88.721;<5;<5
65+;K;pomorskie;zachodniopomorskie;288;89.522;<5;<5
65+;K;pomorskie;zachodniopomorskie;289;88.721;<5;<5
65+;K;pomorskie;zachodniopomorskie;289;89.522;<5;<5
65+;K;pomorskie;;276;89.502;<5;<5
65+;K;pomorskie;;277;88.721;<5;<5
65+;K;pomorskie;;278;88.721;<5;<5
65+;K;pomorskie;;279;89.41;<5;<5
65+;K;pomorskie;;279;89.502;<5;<5
65+;K;pomorskie;;280;89.41;<5;<5
65+;K;pomorskie;;281;88.721;<5;<5
65+;K;pomorskie;;282;89.502;<5;<5
65+;K;pomorskie;;283;88.721;<5;<5
65+;K;pomorskie;;284;89.41;<5;<5
65+;K;pomorskie;;285;89.41;<5;<5
65+;K;pomorskie;;286;89.41;<5;<5
65+;K;pomorskie;;287;88.721;<5;<5
65+;K;pomorskie;;288;89.41;<5;<5
65+;K;pomorskie;;289;88.721;<5;<5
65+;K;œl¹skie;dolnoœl¹skie;277;89.522;<5;<5
65+;K;œl¹skie;dolnoœl¹skie;279;88.721;<5;<5
65+;K;œl¹skie;dolnoœl¹skie;281;88.721;<5;<5
65+;K;œl¹skie;dolnoœl¹skie;282;88.721;<5;<5
65+;K;œl¹skie;dolnoœl¹skie;282;89.522;<5;<5
65+;K;œl¹skie;dolnoœl¹skie;284;88.721;<5;<5
65+;K;œl¹skie;dolnoœl¹skie;285;89.502;<5;<5
65+;K;œl¹skie;dolnoœl¹skie;287;89.522;<5;<5
65+;K;œl¹skie;dolnoœl¹skie;288;89.522;<5;<5
65+;K;œl¹skie;kujawsko-pomorskie;277;88.721;<5;<5
65+;K;œl¹skie;kujawsko-pomorskie;277;89.522;<5;<5
65+;K;œl¹skie;kujawsko-pomorskie;288;88.721;<5;<5
65+;K;œl¹skie;kujawsko-pomorskie;288;89.522;<5;<5
65+;K;œl¹skie;³ódzkie;276;88.721;<5;<5
65+;K;œl¹skie;³ódzkie;276;89.502;<5;<5
65+;K;œl¹skie;³ódzkie;277;88.721;<5;<5
65+;K;œl¹skie;³ódzkie;278;36.070;<5;<5
65+;K;œl¹skie;³ódzkie;278;88.721;<5;<5
65+;K;œl¹skie;³ódzkie;278;89.522;<5;<5
65+;K;œl¹skie;³ódzkie;279;89.522;<5;<5
65+;K;œl¹skie;³ódzkie;280;89.41;<5;<5
65+;K;œl¹skie;³ódzkie;280;89.501;<5;<5
65+;K;œl¹skie;³ódzkie;280;89.502;<5;<5
65+;K;œl¹skie;³ódzkie;280;89.522;<5;<5
65+;K;œl¹skie;³ódzkie;281;88.721;<5;<5
65+;K;œl¹skie;³ódzkie;281;89.522;<5;<5
65+;K;œl¹skie;³ódzkie;282;37.83;<5;<5
65+;K;œl¹skie;³ódzkie;282;88.721;<5;<5
65+;K;œl¹skie;³ódzkie;282;89.522;<5;<5
65+;K;œl¹skie;³ódzkie;283;37.83;<5;<5
65+;K;œl¹skie;³ódzkie;283;88.721;<5;<5
65+;K;œl¹skie;³ódzkie;283;89.501;<5;<5
65+;K;œl¹skie;³ódzkie;283;89.502;<5;<5
65+;K;œl¹skie;³ódzkie;283;89.522;<5;<5
65+;K;œl¹skie;³ódzkie;284;89.502;<5;<5
65+;K;œl¹skie;³ódzkie;284;89.522;<5;<5
65+;K;œl¹skie;³ódzkie;286;88.721;<5;<5
65+;K;œl¹skie;³ódzkie;286;89.522;<5;<5
65+;K;œl¹skie;³ódzkie;287;36.070;<5;<5
65+;K;œl¹skie;³ódzkie;287;88.721;<5;<5
65+;K;œl¹skie;³ódzkie;287;89.501;<5;<5
65+;K;œl¹skie;³ódzkie;287;89.502;<5;<5
65+;K;œl¹skie;³ódzkie;287;89.522;<5;<5
65+;K;œl¹skie;³ódzkie;289;88.721;<5;<5
65+;K;œl¹skie;³ódzkie;289;89.522;<5;<5
65+;K;œl¹skie;lubelskie;276;89.501;<5;<5
65+;K;œl¹skie;lubelskie;276;89.502;<5;<5
65+;K;œl¹skie;lubelskie;276;89.522;<5;<5
65+;K;œl¹skie;lubelskie;279;36.070;<5;<5
65+;K;œl¹skie;lubelskie;279;88.721;<5;<5
65+;K;œl¹skie;lubelskie;279;89.522;<5;<5
65+;K;œl¹skie;lubelskie;286;89.522;<5;<5
65+;K;œl¹skie;lubelskie;288;89.522;<5;<5
65+;K;œl¹skie;ma³opolskie;276;88.721;<5;<5
65+;K;œl¹skie;ma³opolskie;276;89.502;<5;<5
65+;K;œl¹skie;ma³opolskie;277;36.071;<5;<5
65+;K;œl¹skie;ma³opolskie;277;88.721;<5;<5
65+;K;œl¹skie;ma³opolskie;278;88.721;<5;<5
65+;K;œl¹skie;ma³opolskie;279;36.070;<5;<5
65+;K;œl¹skie;ma³opolskie;279;88.721;<5;<5
65+;K;œl¹skie;ma³opolskie;279;89.501;<5;<5
65+;K;œl¹skie;ma³opolskie;281;88.721;<5;<5
65+;K;œl¹skie;ma³opolskie;282;36.070;<5;<5
65+;K;œl¹skie;ma³opolskie;282;36.071;<5;<5
65+;K;œl¹skie;ma³opolskie;282;88.721;<5;<5
65+;K;œl¹skie;ma³opolskie;283;36.070;<5;<5
65+;K;œl¹skie;ma³opolskie;283;89.501;<5;<5
65+;K;œl¹skie;ma³opolskie;284;36.070;<5;<5
65+;K;œl¹skie;ma³opolskie;284;88.721;<5;<5
65+;K;œl¹skie;ma³opolskie;285;88.721;<5;<5
65+;K;œl¹skie;ma³opolskie;285;89.501;<5;<5
65+;K;œl¹skie;ma³opolskie;286;36.070;<5;<5
65+;K;œl¹skie;ma³opolskie;286;36.071;<5;<5
65+;K;œl¹skie;ma³opolskie;286;89.501;<5;<5
65+;K;œl¹skie;ma³opolskie;286;89.502;<5;<5
65+;K;œl¹skie;ma³opolskie;287;36.070;<5;<5
65+;K;œl¹skie;ma³opolskie;287;37.83;<5;<5
65+;K;œl¹skie;ma³opolskie;288;89.502;<5;<5
65+;K;œl¹skie;ma³opolskie;289;88.721;<5;<5
65+;K;œl¹skie;ma³opolskie;289;89.502;<5;<5
65+;K;œl¹skie;mazowieckie;276;89.522;<5;<5
65+;K;œl¹skie;mazowieckie;278;88.721;<5;<5
65+;K;œl¹skie;mazowieckie;278;89.522;<5;<5
65+;K;œl¹skie;mazowieckie;280;89.501;<5;<5
65+;K;œl¹skie;mazowieckie;282;37.82;<5;<5
65+;K;œl¹skie;mazowieckie;287;89.522;<5;<5
65+;K;œl¹skie;opolskie;276;88.721;<5;<5
65+;K;œl¹skie;opolskie;276;89.502;<5;<5
65+;K;œl¹skie;opolskie;276;89.522;<5;<5
65+;K;œl¹skie;opolskie;277;88.721;<5;<5
65+;K;œl¹skie;opolskie;278;88.721;<5;<5
65+;K;œl¹skie;opolskie;278;89.522;<5;<5
65+;K;œl¹skie;opolskie;279;88.721;<5;<5
65+;K;œl¹skie;opolskie;280;37.83;<5;<5
65+;K;œl¹skie;opolskie;280;88.721;<5;<5
65+;K;œl¹skie;opolskie;280;89.522;<5;<5
65+;K;œl¹skie;opolskie;282;88.721;<5;<5
65+;K;œl¹skie;opolskie;282;89.522;<5;<5
65+;K;œl¹skie;opolskie;283;88.721;<5;<5
65+;K;œl¹skie;opolskie;284;88.721;<5;<5
65+;K;œl¹skie;opolskie;284;89.501;<5;<5
65+;K;œl¹skie;opolskie;284;89.502;<5;<5
65+;K;œl¹skie;opolskie;284;89.522;<5;<5
65+;K;œl¹skie;opolskie;285;88.721;<5;<5
65+;K;œl¹skie;opolskie;285;89.522;<5;<5
65+;K;œl¹skie;opolskie;286;88.721;<5;<5
65+;K;œl¹skie;opolskie;287;88.721;<5;<5
65+;K;œl¹skie;opolskie;288;88.721;<5;<5
65+;K;œl¹skie;opolskie;288;89.522;<5;<5
65+;K;œl¹skie;opolskie;289;88.721;<5;<5
65+;K;œl¹skie;opolskie;289;89.522;<5;<5
65+;K;œl¹skie;podkarpackie;282;88.721;<5;<5
65+;K;œl¹skie;podkarpackie;282;89.522;<5;<5
65+;K;œl¹skie;podkarpackie;283;89.502;<5;<5
65+;K;œl¹skie;podkarpackie;284;89.522;<5;<5
65+;K;œl¹skie;podlaskie;284;88.721;<5;<5
65+;K;œl¹skie;pomorskie;281;89.522;<5;<5
65+;K;œl¹skie;pomorskie;288;89.522;<5;<5
65+;K;œl¹skie;pomorskie;289;89.522;<5;<5
65+;K;œl¹skie;œl¹skie;276;36.070;<5;<5
65+;K;œl¹skie;œl¹skie;276;36.071;<5;<5
65+;K;œl¹skie;œl¹skie;276;37.82;<5;<5
65+;K;œl¹skie;œl¹skie;276;37.83;<5;<5
65+;K;œl¹skie;œl¹skie;276;37.947;<5;<5
65+;K;œl¹skie;œl¹skie;277;36.04;<5;<5
65+;K;œl¹skie;œl¹skie;277;36.070;<5;<5
65+;K;œl¹skie;œl¹skie;277;36.071;<5;<5
65+;K;œl¹skie;œl¹skie;277;36.072;<5;<5
65+;K;œl¹skie;œl¹skie;277;36.073;<5;<5
65+;K;œl¹skie;œl¹skie;277;37.82;<5;<5
65+;K;œl¹skie;œl¹skie;277;37.83;<5;<5
65+;K;œl¹skie;œl¹skie;278;37.82;<5;<5
65+;K;œl¹skie;œl¹skie;278;37.83;<5;<5
65+;K;œl¹skie;œl¹skie;279;36.04;<5;<5
65+;K;œl¹skie;œl¹skie;279;36.070;<5;<5
65+;K;œl¹skie;œl¹skie;279;36.071;<5;<5
65+;K;œl¹skie;œl¹skie;280;36.070;<5;<5
65+;K;œl¹skie;œl¹skie;280;36.071;<5;<5
65+;K;œl¹skie;œl¹skie;280;36.072;<5;<5
65+;K;œl¹skie;œl¹skie;280;37.82;<5;<5
65+;K;œl¹skie;œl¹skie;280;37.83;<5;<5
65+;K;œl¹skie;œl¹skie;280;89.43;<5;<5
65+;K;œl¹skie;œl¹skie;281;36.072;<5;<5
65+;K;œl¹skie;œl¹skie;281;37.82;<5;<5
65+;K;œl¹skie;œl¹skie;282;36.071;<5;<5
65+;K;œl¹skie;œl¹skie;282;36.072;<5;<5
65+;K;œl¹skie;œl¹skie;282;36.074;<5;<5
65+;K;œl¹skie;œl¹skie;282;37.83;<5;<5
65+;K;œl¹skie;œl¹skie;282;89.43;<5;<5
65+;K;œl¹skie;œl¹skie;283;36.04;<5;<5
65+;K;œl¹skie;œl¹skie;283;36.072;<5;<5
65+;K;œl¹skie;œl¹skie;283;37.82;<5;<5
65+;K;œl¹skie;œl¹skie;283;37.83;<5;<5
65+;K;œl¹skie;œl¹skie;284;36.04;<5;<5
65+;K;œl¹skie;œl¹skie;284;36.071;<5;<5
65+;K;œl¹skie;œl¹skie;284;36.072;<5;<5
65+;K;œl¹skie;œl¹skie;284;36.11;<5;<5
65+;K;œl¹skie;œl¹skie;284;37.82;<5;<5
65+;K;œl¹skie;œl¹skie;285;36.072;<5;<5
65+;K;œl¹skie;œl¹skie;285;37.82;<5;<5
65+;K;œl¹skie;œl¹skie;285;37.83;<5;<5
65+;K;œl¹skie;œl¹skie;286;36.073;<5;<5
65+;K;œl¹skie;œl¹skie;286;89.43;<5;<5
65+;K;œl¹skie;œl¹skie;287;36.04;<5;<5
65+;K;œl¹skie;œl¹skie;287;36.072;<5;<5
65+;K;œl¹skie;œl¹skie;287;36.11;<5;<5
65+;K;œl¹skie;œl¹skie;287;36.15;<5;<5
65+;K;œl¹skie;œl¹skie;288;36.11;<5;<5
65+;K;œl¹skie;œl¹skie;288;36.12;<5;<5
65+;K;œl¹skie;œl¹skie;288;36.15;<5;<5
65+;K;œl¹skie;œl¹skie;288;89.43;<5;<5
65+;K;œl¹skie;œl¹skie;289;36.04;<5;<5
65+;K;œl¹skie;œl¹skie;289;36.071;<5;<5
65+;K;œl¹skie;œl¹skie;289;36.072;<5;<5
65+;K;œl¹skie;œl¹skie;289;36.073;<5;<5
65+;K;œl¹skie;œl¹skie;289;37.82;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;276;88.721;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;276;89.522;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;277;88.721;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;278;88.721;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;278;89.522;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;279;89.502;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;281;89.522;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;282;89.522;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;283;88.721;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;283;89.522;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;284;88.721;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;284;89.502;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;285;37.82;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;285;88.721;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;285;89.522;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;286;89.522;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;287;89.522;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;288;88.721;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;289;88.721;<5;<5
65+;K;œl¹skie;œwiêtokrzyskie;289;89.522;<5;<5
65+;K;œl¹skie;warmiñsko-mazurskie;284;89.522;<5;<5
65+;K;œl¹skie;wielkopolskie;283;36.070;<5;<5
65+;K;œl¹skie;wielkopolskie;283;89.522;<5;<5
65+;K;œl¹skie;zachodniopomorskie;277;89.522;<5;<5
65+;K;œl¹skie;zachodniopomorskie;278;89.522;<5;<5
65+;K;œl¹skie;zachodniopomorskie;287;89.522;<5;<5
65+;K;œl¹skie;;276;88.721;<5;<5
65+;K;œl¹skie;;276;89.41;<5;<5
65+;K;œl¹skie;;277;89.41;<5;<5
65+;K;œl¹skie;;277;89.502;<5;<5
65+;K;œl¹skie;;278;89.41;<5;<5
65+;K;œl¹skie;;278;89.502;<5;<5
65+;K;œl¹skie;;279;89.41;<5;<5
65+;K;œl¹skie;;281;89.41;<5;<5
65+;K;œl¹skie;;282;88.721;<5;<5
65+;K;œl¹skie;;282;89.41;<5;<5
65+;K;œl¹skie;;283;88.721;<5;<5
65+;K;œl¹skie;;283;89.41;<5;<5
65+;K;œl¹skie;;283;89.502;<5;<5
65+;K;œl¹skie;;284;88.721;<5;<5
65+;K;œl¹skie;;284;89.41;<5;<5
65+;K;œl¹skie;;285;89.41;<5;<5
65+;K;œl¹skie;;286;88.721;<5;<5
65+;K;œl¹skie;;288;89.41;<5;<5
65+;K;œl¹skie;;289;89.501;<5;<5
65+;K;œl¹skie;;289;89.502;<5;<5
65+;K;œwiêtokrzyskie;dolnoœl¹skie;280;88.721;<5;<5
65+;K;œwiêtokrzyskie;dolnoœl¹skie;280;89.522;<5;<5
65+;K;œwiêtokrzyskie;dolnoœl¹skie;281;89.522;<5;<5
65+;K;œwiêtokrzyskie;dolnoœl¹skie;282;89.522;<5;<5
65+;K;œwiêtokrzyskie;dolnoœl¹skie;283;89.502;<5;<5
65+;K;œwiêtokrzyskie;dolnoœl¹skie;283;89.522;<5;<5
65+;K;œwiêtokrzyskie;dolnoœl¹skie;284;89.522;<5;<5
65+;K;œwiêtokrzyskie;dolnoœl¹skie;285;88.721;<5;<5
65+;K;œwiêtokrzyskie;dolnoœl¹skie;285;89.522;<5;<5
65+;K;œwiêtokrzyskie;kujawsko-pomorskie;283;88.721;<5;<5
65+;K;œwiêtokrzyskie;³ódzkie;279;89.522;<5;<5
65+;K;œwiêtokrzyskie;³ódzkie;280;88.721;<5;<5
65+;K;œwiêtokrzyskie;³ódzkie;282;88.721;<5;<5
65+;K;œwiêtokrzyskie;³ódzkie;282;89.522;<5;<5
65+;K;œwiêtokrzyskie;³ódzkie;286;89.522;<5;<5
65+;K;œwiêtokrzyskie;³ódzkie;287;88.721;<5;<5
65+;K;œwiêtokrzyskie;³ódzkie;287;89.522;<5;<5
65+;K;œwiêtokrzyskie;³ódzkie;289;89.522;<5;<5
65+;K;œwiêtokrzyskie;lubelskie;278;88.721;<5;<5
65+;K;œwiêtokrzyskie;lubelskie;278;89.522;<5;<5
65+;K;œwiêtokrzyskie;lubelskie;286;88.721;<5;<5
65+;K;œwiêtokrzyskie;lubelskie;286;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;276;88.721;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;276;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;277;89.501;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;277;89.502;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;277;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;278;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;280;88.721;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;280;89.502;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;280;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;281;88.721;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;281;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;282;88.721;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;282;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;283;89.502;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;283;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;284;88.721;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;284;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;285;88.721;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;285;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;286;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;287;88.721;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;287;89.501;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;287;89.502;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;287;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;288;88.721;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;288;89.522;<5;<5
65+;K;œwiêtokrzyskie;ma³opolskie;289;89.522;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;276;88.721;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;276;89.501;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;276;89.502;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;276;89.522;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;277;88.721;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;277;89.522;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;278;89.522;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;279;37.83;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;279;89.522;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;280;88.721;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;280;89.522;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;281;89.502;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;282;89.522;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;283;88.721;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;283;89.502;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;285;89.522;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;287;89.522;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;288;88.721;<5;<5
65+;K;œwiêtokrzyskie;mazowieckie;289;88.721;<5;<5
65+;K;œwiêtokrzyskie;opolskie;285;89.522;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;277;89.522;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;278;88.721;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;278;89.522;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;279;88.721;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;280;88.721;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;281;89.522;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;283;37.82;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;283;88.721;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;283;89.502;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;283;89.522;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;284;88.721;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;285;89.502;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;285;89.522;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;286;37.83;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;286;89.522;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;288;89.502;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;288;89.522;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;289;88.721;<5;<5
65+;K;œwiêtokrzyskie;podkarpackie;289;89.522;<5;<5
65+;K;œwiêtokrzyskie;œl¹skie;276;89.522;<5;<5
65+;K;œwiêtokrzyskie;œl¹skie;277;88.721;<5;<5
65+;K;œwiêtokrzyskie;œl¹skie;277;89.501;<5;<5
65+;K;œwiêtokrzyskie;œl¹skie;277;89.502;<5;<5
65+;K;œwiêtokrzyskie;œl¹skie;277;89.522;<5;<5
65+;K;œwiêtokrzyskie;œl¹skie;278;89.522;<5;<5
65+;K;œwiêtokrzyskie;œl¹skie;279;88.721;<5;<5
65+;K;œwiêtokrzyskie;œl¹skie;279;89.522;<5;<5
65+;K;œwiêtokrzyskie;œl¹skie;280;89.522;<5;<5
